Domain Code,Domain,Area Code (FAO),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","105.04691","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","102.844036","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","102.690697","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","102.502895","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","102.9769","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","104.2798","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","1","Armenia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","107.774982","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","106.233169","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","105.519414","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","105.276162","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","104.479189","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","104.166588","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","103.634206","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","103.307735","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","103.969212","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","103.640607","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","103.459234","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","103.412291","","Official data","base year is 2015"
"CP","Consumer Price Indices","22","Aruba","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","103.555255","","Official data","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","108.193541","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","108.317545","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","108.441549","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","107.759527","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","107.077505","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","106.395482","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","106.953501","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","107.511519","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","108.069537","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","108.379547","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","108.689557","F","FAO estimate","base year is 2015"
"CP","Consumer Price Indices","10","Australia","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","108.999568","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","107.591","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","107.6992","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","108.0236","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","108.0236","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","107.3748","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","107.9154","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","108.1317","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","107.9154","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","108.348","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","108.5642","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","108.6723","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","11","Austria","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","109.3211","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","135.600603","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","136.558234","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","137.893311","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","138.011212","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","137.298839","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","","136.845904","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","","136.468543","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","","136.222624","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","","136.369398","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","","136.597515","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","","137.272075","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","52","Azerbaijan","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","","138.358116","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","","106.727164","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","","106.148777","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","","106.256612","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","","105.246885","X","International reliable sources","base year is 2015"
"CP","Consumer Price Indices","12","Bahamas","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","","106.060548","X","International reliable sources","base year is 2015"
